2021-04-08 14:50:35,891 [myid:] - INFO  [main:Environment@98] - Client environment:zookeeper.version=3.6.2--803c7f1a12f85978cb049af5e4ef23bd8b688715, built on 09/04/2020 12:44 GMT
2021-04-08 14:50:35,894 [myid:] - INFO  [main:Environment@98] - Client environment:host.name=neofenix
2021-04-08 14:50:35,894 [myid:] - INFO  [main:Environment@98] - Client environment:java.version=11.0.10
2021-04-08 14:50:35,894 [myid:] - INFO  [main:Environment@98] - Client environment:java.vendor=AdoptOpenJDK
2021-04-08 14:50:35,895 [myid:] - INFO  [main:Environment@98] - Client environment:java.home=/usr/lib/jvm/adoptopenjdk-11-hotspot-amd64
2021-04-08 14:50:35,895 [myid:] - INFO  [main:Environment@98] - Client environment:java.class.path=/home/fenix/Documents/SDis_Stuff/Repo/A22-Bicloin/zknaming/target/test-classes:/home/fenix/.m2/repository/org/apache/zookeeper/zookeeper/3.6.2/zookeeper-3.6.2.jar:/home/fenix/.m2/repository/commons-lang/commons-lang/2.6/commons-lang-2.6.jar:/home/fenix/.m2/repository/org/apache/zookeeper/zookeeper-jute/3.6.2/zookeeper-jute-3.6.2.jar:/home/fenix/.m2/repository/org/apache/yetus/audience-annotations/0.5.0/audience-annotations-0.5.0.jar:/home/fenix/.m2/repository/io/netty/netty-handler/4.1.50.Final/netty-handler-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-common/4.1.50.Final/netty-common-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-resolver/4.1.50.Final/netty-resolver-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-buffer/4.1.50.Final/netty-buffer-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-transport/4.1.50.Final/netty-transport-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-codec/4.1.50.Final/netty-codec-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-transport-native-epoll/4.1.50.Final/netty-transport-native-epoll-4.1.50.Final.jar:/home/fenix/.m2/repository/io/netty/netty-transport-native-unix-common/4.1.50.Final/netty-transport-native-unix-common-4.1.50.Final.jar:/home/fenix/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar:/home/fenix/.m2/repository/org/slf4j/slf4j-log4j12/1.7.25/slf4j-log4j12-1.7.25.jar:/home/fenix/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/home/fenix/.m2/repository/org/junit/jupiter/junit-jupiter-engine/5.7.1/junit-jupiter-engine-5.7.1.jar:/home/fenix/.m2/repository/org/apiguardian/apiguardian-api/1.1.0/apiguardian-api-1.1.0.jar:/home/fenix/.m2/repository/org/junit/platform/junit-platform-engine/1.7.1/junit-platform-engine-1.7.1.jar:/home/fenix/.m2/repository/org/opentest4j/opentest4j/1.2.0/opentest4j-1.2.0.jar:/home/fenix/.m2/repository/org/junit/platform/junit-platform-commons/1.7.1/junit-platform-commons-1.7.1.jar:/home/fenix/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.7.1/junit-jupiter-api-5.7.1.jar:
2021-04-08 14:50:35,895 [myid:] - INFO  [main:Environment@98] - Client environment:java.library.path=/usr/java/packages/lib:/usr/lib64:/lib64:/lib:/usr/lib
2021-04-08 14:50:35,895 [myid:] - INFO  [main:Environment@98] - Client environment:java.io.tmpdir=/tmp
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:java.compiler=<NA>
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:os.name=Linux
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:os.arch=amd64
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:os.version=5.8.0-48-generic
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:user.name=fenix
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:user.home=/home/fenix
2021-04-08 14:50:35,896 [myid:] - INFO  [main:Environment@98] - Client environment:user.dir=/home/fenix/Documents/SDis_Stuff/Repo/A22-Bicloin/zknaming
2021-04-08 14:50:35,897 [myid:] - INFO  [main:Environment@98] - Client environment:os.memory.free=110MB
2021-04-08 14:50:35,897 [myid:] - INFO  [main:Environment@98] - Client environment:os.memory.max=1958MB
2021-04-08 14:50:35,898 [myid:] - INFO  [main:Environment@98] - Client environment:os.memory.total=124MB
2021-04-08 14:50:35,900 [myid:] - INFO  [main:ZooKeeper@1006] - Initiating client connection, connectString=localhost:2181 sessionTimeout=5000 watcher=pt.ulisboa.tecnico.sdis.zk.ZKNaming$1@6b09fb41
2021-04-08 14:50:35,903 [myid:] - INFO  [main:X509Util@77] - Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation
2021-04-08 14:50:35,908 [myid:] - INFO  [main:ClientCnxnSocket@239] - jute.maxbuffer value is 1048575 Bytes
2021-04-08 14:50:35,913 [myid:] - INFO  [main:ClientCnxn@1716] - zookeeper.request.timeout value is 0. feature enabled=false
2021-04-08 14:50:35,921 [myid:localhost:2181] - INFO  [main-SendThread(localhost:2181):ClientCnxn$SendThread@1167] - Opening socket connection to serverMain localhost/127.0.0.1:2181.
2021-04-08 14:50:35,922 [myid:localhost:2181] - INFO  [main-SendThread(localhost:2181):ClientCnxn$SendThread@1169] - SASL config status: Will not attempt to authenticate using SASL (unknown error)
2021-04-08 14:50:35,927 [myid:localhost:2181] - INFO  [main-SendThread(localhost:2181):ClientCnxn$SendThread@999] - Socket connection established, initiating session, client: /127.0.0.1:48914, serverMain: localhost/127.0.0.1:2181
2021-04-08 14:50:35,957 [myid:localhost:2181] - INFO  [main-SendThread(localhost:2181):ClientCnxn$SendThread@1433] - Session establishment complete on serverMain localhost/127.0.0.1:2181, session id = 0x1000013cdbd0001, negotiated timeout = 5000
2021-04-08 14:50:35,982 [myid:] - INFO  [main:ZooKeeper@1006] - Initiating client connection, connectString=localhost:2181 sessionTimeout=5000 watcher=pt.ulisboa.tecnico.sdis.zk.ZKNaming$1@642a7222
2021-04-08 14:50:35,983 [myid:] - INFO  [main:ClientCnxnSocket@239] - jute.maxbuffer value is 1048575 Bytes
2021-04-08 14:50:35,983 [myid:] - INFO  [main:ClientCnxn@1716] - zookeeper.request.timeout value is 0. feature enabled=false
2021-04-08 14:50:35,984 [myid:localhost:2181] - INFO  [main-SendThread(localhost:2181):ClientCnxn$SendThread@1167] - Opening socket connection to serverMain localhost/127.0.0.1:2181.
